SN name,UV mag,UV abs mag,F275W-r,Adopted r survey,Adopted r mag,Adopted r abs mag,Adopted r flux,Adopted r flux err,F275W-r Best,Adopted Best survey,Adopted Best,Adopted Best abs mag,Adopted Best flux,Adopted Best flux err,LegacySurvey r mag,LegacySurvey r abs mag,LegacySurvey r flux,LegacySurvey r flux err,LegacySurvey invvar+bkg r mag,LegacySurvey invvar+bkg r abs mag,LegacySurvey invvar+bkg r flux,LegacySurvey invvar+bkg r flux err,DES r mag,DES r abs mag,DES r flux,DES r flux err,PanSTARRS r mag,PanSTARRS r abs mag,PanSTARRS r flux,PanSTARRS r flux err,SkyMapper r mag,SkyMapper r abs mag,SkyMapper r flux,SkyMapper r flux err,Paper plot candidate
SN2009D,(23.766),(-11.457),$?0.383$,LegacySurvey,(23.382),(-11.840),0.2301630066318346,0.1478793125077198,$<-1.480$,PanSTARRS,25.246 (3.040),-9.977 (3.040),0.797443612328055,2.006264601018931,23.985 (63.155),-11.238 (63.155),0.2548001386233659,13.38807590338391,24.095 (0.698),-11.128 (0.698),0.2301630066318346,0.1478793125077198,24.106 (0.526),-11.117 (0.526),227.78700899382216,99.67229650637208,25.246 (3.040),-9.977 (3.040),0.797443612328055,2.006264601018931,30.331 (736.583),-4.892 (736.583),0.2048094561510563,124.64669350747675,False
SN2009F,21.243 (0.114),-12.479 (0.114),4.638,LegacySurvey,16.605 (0.270),-17.117 (0.270),227.9866176377763,56.621657322973626,4.743,PanSTARRS,16.500 (0.016),-17.223 (0.016),2511.68191697108,29.29549098754965,16.388 (0.160),-17.334 (0.160),278.4108035826649,33.69176730099941,16.605 (0.270),-17.117 (0.270),227.9866176377763,56.621657322973626,,,,,16.500 (0.016),-17.223 (0.016),2511.68191697108,29.29549098754965,16.600 (0.011),-17.123 (0.011),78239.88531647844,664.2851658350786,False
SN2009I,22.103 (0.073),-13.205 (0.073),3.312,DES,18.791 (0.015),-16.517 (0.015),30451.250106557352,399.55788204391536,3.312,DES,18.791 (0.015),-16.517 (0.015),30451.250106557352,399.55788204391536,18.773 (0.558),-16.535 (0.558),30.969206391405717,14.976974631582868,18.838 (0.712),-16.469 (0.712),29.149101262530476,19.11735683412742,18.791 (0.015),-16.517 (0.015),30451.250106557352,399.55788204391536,18.859 (0.019),-16.449 (0.019),286.0964117885221,4.759870751431343,18.924 (0.024),-16.384 (0.024),7928.294814359422,166.1638025864266,True
SN2009J,20.648 (0.039),-13.545 (0.039),$>2.690$,LegacySurvey,(17.959),(-16.235),31.44618726812295,21.844245441214476,$>2.690$,LegacySurvey,(17.959),(-16.235),31.44618726812295,21.844245441214476,18.572 (0.778),-15.621 (0.778),37.25956453181581,22.52581847905951,18.756 (0.754),-15.437 (0.754),31.44618726812295,21.844245441214476,,,,,,,,,,,,,False
SN2009aa,22.681 (0.116),-12.722 (0.116),1.816,PanSTARRS,20.865 (0.055),-14.537 (0.055),45.072869932659785,2.135673781813096,1.816,PanSTARRS,20.865 (0.055),-14.537 (0.055),45.072869932659785,2.135673781813096,20.765 (2.984),-14.637 (2.984),4.942091083199989,12.725869499908812,20.836 (0.763),-14.567 (0.763),4.630072371441326,3.252315673067117,,,,,20.865 (0.055),-14.537 (0.055),45.072869932659785,2.135673781813096,20.833 (0.104),-14.570 (0.104),1311.8238344279212,117.00717090131208,False
SN2009ab,(21.950),(-11.482),$<3.507$,PanSTARRS,18.443 (0.060),-14.989 (0.060),419.7000916255611,15.04719704781122,$<3.507$,PanSTARRS,18.443 (0.060),-14.989 (0.060),419.7000916255611,15.04719704781122,18.149 (0.920),-15.283 (0.920),54.9960308482328,30.869902427402653,18.596 (0.709),-14.836 (0.709),36.43557579280461,23.80337243772787,,,,,18.443 (0.060),-14.989 (0.060),419.7000916255611,15.04719704781122,19.753 (1.815),-13.679 (1.815),174.3976741326668,187.78323061262287,False
SN2009ag,20.506 (0.171),-12.367 (0.171),$>-0.546$,PanSTARRS,(21.052),(-11.822),-28.10299592937184,7.569022617560721,$>-0.546$,PanSTARRS,(21.052),(-11.822),-28.10299592937184,7.569022617560721,,,,,,,,,,,,,(21.052),(-11.822),-28.10299592937184,7.569022617560721,(20.201),(-12.673),-88.78356452563847,419.3842849285347,False
SN2009al,23.485 (0.281),-11.454 (0.281),$>0.501$,LegacySurvey,(22.984),(-11.955),0.2692713683669219,0.2134394760871766,$>0.501$,LegacySurvey,(22.984),(-11.955),0.2692713683669219,0.2134394760871766,23.873 (61.172),-11.066 (61.172),0.2823062233160076,15.171124724545292,23.925 (0.861),-11.015 (0.861),0.2692713683669219,0.2134394760871766,,,,,(22.555),(-12.384),-1.06173030750201,3.0135415826396845,(19.245),(-15.694),-294.3502785789956,82.40229891485498,False
SN2009ig,(22.534),(-10.400),$<5.359$,DES,17.175 (0.008),-15.759 (0.008),134881.85367556085,878.4256692891173,$<5.359$,DES,17.175 (0.008),-15.759 (0.008),134881.85367556085,878.4256692891173,17.096 (0.324),-15.838 (0.324),145.0730265634245,40.65742478475751,17.163 (0.379),-15.770 (0.379),136.36414550413733,47.558209736948555,17.175 (0.008),-15.759 (0.008),134881.85367556085,878.4256692891173,17.285 (0.016),-15.649 (0.016),1219.1859587940191,17.123690085453788,17.847 (0.083),-15.087 (0.083),12838.899004578028,913.3135194753168,False
SN2009jr,18.861 (0.011),-15.438 (0.011),2.693,PanSTARRS,16.168 (0.014),-18.131 (0.014),3411.2938882283843,33.99587881000073,2.693,PanSTARRS,16.168 (0.014),-18.131 (0.014),3411.2938882283843,33.99587881000073,,,0.0,,,,,,,,,,16.168 (0.014),-18.131 (0.014),3411.2938882283843,33.99587881000073,16.200 (0.042),-18.098 (0.042),5073.502007056999,148.95068275637396,True
SN2009le,20.214 (0.017),-14.256 (0.017),2.706,DES,17.508 (0.010),-16.963 (0.010),99308.89357614862,904.3680716342004,2.706,DES,17.508 (0.010),-16.963 (0.010),99308.89357614862,904.3680716342004,17.488 (0.259),-16.982 (0.259),101.08226472652572,23.32605029594126,17.523 (0.485),-16.948 (0.485),97.93590777989874,43.77594489558808,17.508 (0.010),-16.963 (0.010),99308.89357614862,904.3680716342004,17.525 (0.017),-16.945 (0.017),977.369149505826,15.076555370876704,17.727 (0.023),-16.744 (0.023),16760.856494651303,344.68722725561923,True
SN2009mz,19.201 (0.020),-13.660 (0.020),2.609,LegacySurvey,16.593 (0.336),-16.269 (0.336),230.65018387989312,71.29920079730167,2.500,PanSTARRS,16.701 (0.016),-16.160 (0.016),2086.6809757700435,28.56828835974166,16.534 (0.207),-16.328 (0.207),243.545275313598,44.00009478588692,16.593 (0.336),-16.269 (0.336),230.65018387989312,71.29920079730167,,,,,16.701 (0.016),-16.160 (0.016),2086.6809757700435,28.56828835974166,17.276 (0.051),-15.585 (0.051),29108.226054279246,1291.846393101429,False
SN2009nr,(22.703),(-10.747),$?1.226$,LegacySurvey,(21.477),(-11.973),1.5992522832603329,0.8555240465373977,$?1.226$,LegacySurvey,(21.477),(-11.973),1.5992522832603329,0.8555240465373977,21.936 (20.028),-11.514 (20.028),1.6814140654034473,29.50008301763523,21.990 (0.581),-11.459 (0.581),1.5992522832603329,0.8555240465373977,,,,,(21.276),(-12.173),-4.690638833556454,9.76010692604221,20.553 (1.517),-12.897 (1.517),98.2289028160546,130.1207558705744,False
SN2010ae,15.598 (0.003),-15.411 (0.003),2.244,SkyMapper,13.354 (0.009),-17.655 (0.009),1600305.1977591158,10361.802617181673,2.244,SkyMapper,13.354 (0.009),-17.655 (0.009),1600305.1977591158,10361.802617181673,,,0.0,,,,,,,,,,,,,,13.354 (0.009),-17.655 (0.009),1600305.1977591158,10361.802617181673,False
SN2010dl,22.466 (0.087),-13.160 (0.087),1.988,DES,20.478 (0.019),-15.149 (0.019),6437.502290793964,104.28197300695987,1.988,DES,20.478 (0.019),-15.149 (0.019),6437.502290793964,104.28197300695987,20.434 (2.047),-15.193 (2.047),6.706088315283201,11.750436931432125,20.514 (0.640),-15.113 (0.640),6.231186487124605,3.671478728338144,20.478 (0.019),-15.149 (0.019),6437.502290793964,104.28197300695987,20.288 (0.033),-15.338 (0.033),76.67667609287827,2.150421559990935,20.585 (0.062),-15.042 (0.062),2133.125645327465,111.96307180119888,False
SN2010ev,18.484 (0.015),-14.532 (0.015),2.523,SkyMapper,15.961 (0.012),-17.054 (0.012),125429.51829420892,1140.5494888454002,2.523,SkyMapper,15.961 (0.012),-17.054 (0.012),125429.51829420892,1140.5494888454002,,,,,,,,,,,,,,,,,15.961 (0.012),-17.054 (0.012),125429.51829420892,1140.5494888454002,False
SN2010ko,23.200 (0.187),-13.473 (0.187),1.854,PanSTARRS,21.346 (0.053),-15.327 (0.053),28.949928457121317,1.0592437173844915,1.854,PanSTARRS,21.346 (0.053),-15.327 (0.053),28.949928457121317,1.0592437173844915,21.093 (2.937),-15.580 (2.937),3.654838210522189,7.546497388271115,21.386 (0.492),-15.287 (0.492),2.789413564599803,1.2646975141804602,,,,,21.346 (0.053),-15.327 (0.053),28.949928457121317,1.0592437173844915,21.293 (0.103),-15.381 (0.103),1055.106528395429,75.25371294160118,False
SN2011Z,21.591 (0.085),-12.939 (0.085),4.035,PanSTARRS,17.556 (0.016),-16.974 (0.016),949.5901518050932,11.412361406598794,4.035,PanSTARRS,17.556 (0.016),-16.974 (0.016),949.5901518050932,11.412361406598794,,,0.0,,,,,,,,,,17.556 (0.016),-16.974 (0.016),949.5901518050932,11.412361406598794,17.676 (0.120),-16.854 (0.120),1099.9093072301018,99.89146492880803,False
SN2011ce,16.173 (0.003),-16.707 (0.003),1.905,LegacySurvey,14.268 (0.059),-18.612 (0.059),1962.01745078268,106.9815979267533,1.905,LegacySurvey,14.268 (0.059),-18.612 (0.059),1962.01745078268,106.9815979267533,14.121 (0.041),-18.759 (0.041),2246.338974475351,73.67511843822635,14.268 (0.059),-18.612 (0.059),1962.01745078268,106.9815979267533,,,,,,,,,14.284 (0.011),-18.596 (0.011),575396.8721803767,4838.462964972742,True
SN2011gf,(23.520),(-11.914),$?-0.513$,LegacySurvey,(24.034),(-11.401),-0.0350404853604797,0.0811714711466628,$?-0.513$,LegacySurvey,(24.034),(-11.401),-0.0350404853604797,0.0811714711466628,(18.362),(-17.072),-0.0432967661939084,12.193859790954413,(24.034),(-11.401),-0.0350404853604797,0.0811714711466628,,,,,(22.944),(-12.490),-3.4587068367974143,1.7715525563747996,(22.324),(-13.110),-12.142360328637462,114.00552297071744,False
SN2011ha,(24.495),(-13.699),$<1.921$,PanSTARRS,22.574 (0.074),-15.620 (0.074),9.340973909927044,0.4589067046294511,$<1.921$,PanSTARRS,22.574 (0.074),-15.620 (0.074),9.340973909927044,0.4589067046294511,26.062 (152.785),-12.132 (152.785),0.0375930410674434,3.8911831568163193,26.396 (2.002),-11.799 (2.002),0.027651881689428,0.0510000509253554,,,,,22.574 (0.074),-15.620 (0.074),9.340973909927044,0.4589067046294511,22.699 (3.165),-15.496 (3.165),13.343892481439172,28.019851256884703,False
SN2011io,(24.125),(-12.209),$?0.305$,LegacySurvey,(23.820),(-12.514),0.180599391952772,0.0988180189978909,$<-1.264$,PanSTARRS,25.389 (2.301),-10.944 (2.301),0.6986706666544265,1.2667633251385486,24.197 (49.883),-12.137 (49.883),0.2094591149871489,8.297460647818362,24.358 (0.594),-11.976 (0.594),0.180599391952772,0.0988180189978909,,,,,25.389 (2.301),-10.944 (2.301),0.6986706666544265,1.2667633251385486,22.591 (4.282),-13.743 (4.282),13.962473690751402,47.001951861909674,False
SN2011jh,18.910 (0.016),-13.762 (0.016),3.197,LegacySurvey,15.713 (0.276),-16.959 (0.276),518.71186279723,131.70638563020523,3.172,PanSTARRS,15.738 (0.015),-16.934 (0.015),5068.558727742056,64.09897408765168,15.634 (0.111),-17.037 (0.111),557.5893245191173,52.86282796666192,15.713 (0.276),-16.959 (0.276),518.71186279723,131.70638563020523,,,,,15.738 (0.015),-16.934 (0.015),5068.558727742056,64.09897408765168,16.238 (0.069),-16.434 (0.069),4863.961932034213,286.2537330019165,False
SN2011jt,(23.879),(-11.570),$<3.219$,PanSTARRS,20.660 (0.045),-14.788 (0.045),54.4296785607489,2.0431664370662,$<3.219$,PanSTARRS,20.660 (0.045),-14.788 (0.045),54.4296785607489,2.0431664370662,22.025 (9.348),-13.424 (9.348),1.548881232574075,12.22715950605379,22.119 (1.839),-13.330 (1.839),1.4201971286373651,2.405640871113996,,,,,20.660 (0.045),-14.788 (0.045),54.4296785607489,2.0431664370662,21.097 (1.787),-14.351 (1.787),46.48335969543798,69.7231259464084,False
SN2012E,(23.062),(-11.689),$?0.934$,LegacySurvey,(22.128),(-12.624),0.6266438700558303,0.4696473224749112,$<-0.068$,PanSTARRS,23.130 (0.497),-11.621 (0.497),5.596850618896304,2.2075228542471583,22.854 (28.579),-11.897 (28.579),0.7214455325522253,16.494916917826206,23.007 (0.814),-11.744 (0.814),0.6266438700558303,0.4696473224749112,,,,,23.130 (0.497),-11.621 (0.497),5.596850618896304,2.2075228542471583,21.591 (2.773),-13.160 (2.773),35.2371968161561,77.42049364512975,False
SN2012G,22.547 (0.102),-12.747 (0.102),1.862,PanSTARRS,20.685 (0.038),-14.609 (0.038),53.230414134092065,1.7686301223903398,1.862,PanSTARRS,20.685 (0.038),-14.609 (0.038),53.230414134092065,1.7686301223903398,20.662 (2.794),-14.631 (2.794),5.432958868489976,13.353515213528883,20.712 (0.450),-14.581 (0.450),5.189407363013048,2.1485881276564154,,,,,20.685 (0.038),-14.609 (0.038),53.230414134092065,1.7686301223903398,,,,,False
SN2012U,23.310 (0.271),-11.399 (0.271),5.799,DES,17.511 (0.008),-17.198 (0.008),99014.47315433064,728.6545189778105,5.799,DES,17.511 (0.008),-17.198 (0.008),99014.47315433064,728.6545189778105,17.487 (0.246),-17.222 (0.246),101.25100608988276,21.77124402625652,17.542 (0.409),-17.167 (0.409),96.21840331480342,36.20701788531984,17.511 (0.008),-17.198 (0.008),99014.47315433064,728.6545189778105,,,,,17.485 (0.013),-17.224 (0.013),35028.452857682736,391.68532249958287,False
SN2012Z,,,,DES,17.666 (0.015),-14.780 (0.015),85860.07353285037,1080.8131301642757,,DES,17.666 (0.015),-14.780 (0.015),85860.07353285037,1080.8131301642757,17.481 (0.557),-14.965 (0.557),101.79729365559074,48.336546518555544,17.564 (0.773),-14.882 (0.773),94.2846839558308,67.16027288490942,17.666 (0.015),-14.780 (0.015),85860.07353285037,1080.8131301642757,17.619 (0.019),-14.827 (0.019),896.5148389413418,14.35152002623971,18.102 (0.031),-14.344 (0.031),17615.27810380394,456.0969357851494,False
SN2012aq,(24.431),(-12.135),$<2.239$,LegacySurvey,22.192 (0.049),-14.374 (0.049),1.3275267494706071,0.0599330753184873,$<3.107$,PanSTARRS,21.325 (0.047),-15.242 (0.047),29.522942655033393,1.190560517970908,22.111 (6.275),-14.456 (6.275),1.4314567071672406,7.67192953248405,22.192 (0.049),-14.374 (0.049),1.3275267494706071,0.0599330753184873,,,,,21.325 (0.047),-15.242 (0.047),29.522942655033393,1.190560517970908,,,,,False
SN2012fk,(23.374),(-12.362),$<1.069$,LegacySurvey,22.305 (0.318),-13.431 (0.318),1.1969794376497582,0.3510176888554532,$<1.069$,LegacySurvey,22.305 (0.318),-13.431 (0.318),1.1969794376497582,0.3510176888554532,21.963 (9.798),-13.773 (9.798),1.6405819234039083,10.802189229431242,22.305 (0.318),-13.431 (0.318),1.1969794376497582,0.3510176888554532,,,,,23.270 (0.661),-12.466 (0.661),4.921257956749504,2.1499588956936746,,,,,False
SN2012fw,21.525 (0.058),-13.053 (0.058),2.972,DES,18.553 (0.007),-16.025 (0.007),37918.36733573091,225.51012524517785,2.972,DES,18.553 (0.007),-16.025 (0.007),37918.36733573091,225.51012524517785,18.528 (0.590),-16.050 (0.590),38.79766332599022,19.70637162257935,18.602 (0.636),-15.976 (0.636),36.24270633228967,21.233705267767203,18.553 (0.007),-16.025 (0.007),37918.36733573091,225.51012524517785,,,,,18.660 (0.049),-15.917 (0.049),3201.447911967652,134.1319817519019,False
SN2012gm,19.940 (0.020),-14.102 (0.020),2.844,LegacySurvey,17.097 (0.261),-16.946 (0.261),144.98228545771525,34.831761342165684,2.863,PanSTARRS,17.078 (0.015),-16.965 (0.015),1475.614465016795,18.06207590725355,17.001 (0.212),-17.041 (0.212),158.28024863531496,28.262555024223804,17.097 (0.261),-16.946 (0.261),144.98228545771525,34.831761342165684,,,,,17.078 (0.015),-16.965 (0.015),1475.614465016795,18.06207590725355,16.847 (0.103),-17.196 (0.103),2312.4263111210635,200.57217900312975,True
SN2012hr,(22.293),(-10.416),$?3.487$,LegacySurvey,(18.806),(-13.903),12.187685777641038,10.011356917280864,$?3.487$,LegacySurvey,(18.806),(-13.903),12.187685777641038,10.011356917280864,19.691 (3.690),-13.018 (3.690),13.29305516117278,41.42305128643031,19.785 (0.892),-12.924 (0.892),12.187685777641038,10.011356917280864,22.974 (0.573),-9.734 (0.573),645.9937588612859,312.50484434366956,,,,,(20.851),(-11.857),-1238.647773858254,394.8474948937946,False
SN2013M,(23.905),(-12.051),$<4.064$,LegacySurvey,19.841 (0.198),-16.114 (0.198),11.57328938311101,2.1098983520014993,$<4.064$,LegacySurvey,19.841 (0.198),-16.114 (0.198),11.57328938311101,2.1098983520014993,19.665 (1.018),-16.290 (1.018),13.609915392789494,10.849765799332651,19.841 (0.198),-16.114 (0.198),11.57328938311101,2.1098983520014993,,,,,,,,,20.035 (0.067),-15.920 (0.067),3594.3957534800898,186.8602702780972,False
SN2013aa,(20.798),(-10.398),$<2.481$,SkyMapper,18.317 (0.093),-12.879 (0.093),16240.301409785574,979.6438302021106,$<2.481$,SkyMapper,18.317 (0.093),-12.879 (0.093),16240.301409785574,979.6438302021106,,,,,,,,,,,,,,,,,18.317 (0.093),-12.879 (0.093),16240.301409785574,979.6438302021106,False
SN2013ad,(22.085),(-13.965),$?-0.866$,PanSTARRS,(22.950),(-13.100),-0.738929112783504,0.91793568235111,$?-0.866$,PanSTARRS,(22.950),(-13.100),-0.738929112783504,0.91793568235111,,,0.0,,,,,,,,,,(22.950),(-13.100),-0.738929112783504,0.91793568235111,20.930 (2.638),-15.120 (2.638),73.22287614625988,73.2106681567739,False
SN2013aj,19.769 (0.024),-13.218 (0.024),4.073,LegacySurvey,15.696 (0.148),-17.291 (0.148),526.8664898393854,71.7279545872586,4.487,PanSTARRS,15.282 (0.015),-17.705 (0.015),7714.225301171159,96.12059064662408,15.619 (0.101),-17.367 (0.101),565.2984039370948,48.770891548789045,15.696 (0.148),-17.291 (0.148),526.8664898393854,71.7279545872586,,,,,15.282 (0.015),-17.705 (0.015),7714.225301171159,96.12059064662408,15.978 (0.024),-17.009 (0.024),108097.29725118847,2173.868108578732,False
SN2013az,23.895 (0.244),-12.197 (0.244),2.642,DES,21.252 (0.033),-14.839 (0.033),3155.272326576536,91.04524110622194,2.642,DES,21.252 (0.033),-14.839 (0.033),3155.272326576536,91.04524110622194,21.153 (3.179),-14.938 (3.179),3.4569484426313895,9.522173093968336,21.220 (0.514),-14.872 (0.514),3.2522490611159354,1.5394617431318154,21.252 (0.033),-14.839 (0.033),3155.272326576536,91.04524110622194,,,,,21.624 (0.180),-14.467 (0.180),596.5099145852867,92.61969941811536,False
SN2013bz,21.670 (0.067),-12.979 (0.067),2.842,LegacySurvey,18.828 (0.333),-15.821 (0.333),29.420510259602917,9.028512571458757,2.849,PanSTARRS,18.821 (0.019),-15.828 (0.019),296.1471511718507,4.841926916899389,18.736 (0.695),-15.914 (0.695),32.040185858421694,18.84443683223662,18.828 (0.333),-15.821 (0.333),29.420510259602917,9.028512571458757,,,,,18.821 (0.019),-15.828 (0.019),296.1471511718507,4.841926916899389,18.817 (0.038),-15.833 (0.038),8652.5905518913,277.96170965796773,False
SN2013cs,21.166 (0.115),-11.854 (0.115),2.693,PanSTARRS,18.473 (0.023),-14.547 (0.023),408.2856383482608,7.012884750166041,2.693,PanSTARRS,18.473 (0.023),-14.547 (0.023),408.2856383482608,7.012884750166041,,,0.0,,,,,,,,,,18.473 (0.023),-14.547 (0.023),408.2856383482608,7.012884750166041,18.749 (0.059),-14.270 (0.059),9790.106024175831,437.5965286752599,False
SN2013ct,17.211 (0.007),-13.934 (0.007),3.092,LegacySurvey,14.119 (0.252),-17.026 (0.252),2251.925132510565,523.5903973402268,2.915,PanSTARRS,14.296 (0.014),-16.848 (0.014),19117.44338280497,236.0813235190078,14.059 (0.052),-17.085 (0.052),2378.37831430307,107.7688717784954,14.119 (0.252),-17.026 (0.252),2251.925132510565,523.5903973402268,14.169 (0.005),-16.975 (0.005),2149545.5599874556,10197.714600702047,14.296 (0.014),-16.848 (0.014),19117.44338280497,236.0813235190078,14.492 (0.011),-16.652 (0.011),493508.5971480003,4753.250648944392,False
SN2013fy,22.649 (0.095),-13.040 (0.095),3.050,LegacySurvey,19.599 (0.202),-16.090 (0.202),14.465978875382737,2.689048818048388,3.050,LegacySurvey,19.599 (0.202),-16.090 (0.202),14.465978875382737,2.689048818048388,19.540 (0.913),-16.150 (0.913),15.281036014248931,12.16605618626597,19.599 (0.202),-16.090 (0.202),14.465978875382737,2.689048818048388,19.566 (0.027),-16.123 (0.027),14908.375640539536,356.6574260519737,,,,,19.693 (0.034),-15.996 (0.034),4312.570628014999,127.3941478182687,False
SN2013gr,19.719 (0.026),-12.807 (0.026),2.401,DES,17.318 (0.007),-15.207 (0.007),118271.31605300824,749.1318360522915,2.401,DES,17.318 (0.007),-15.207 (0.007),118271.31605300824,749.1318360522915,17.505 (0.534),-15.020 (0.534),99.51926854041292,46.782587922853864,17.554 (0.431),-14.971 (0.431),95.1382546095611,37.776792195562294,17.318 (0.007),-15.207 (0.007),118271.31605300824,749.1318360522915,,,,,17.828 (0.032),-14.697 (0.032),16420.76952693037,466.0573156052027,False
SN2013gy,(23.143),(-10.791),$<3.029$,LegacySurvey,20.114 (0.189),-13.820 (0.189),9.004299698873815,1.5692151039208548,$<3.055$,PanSTARRS,20.088 (0.040),-13.846 (0.040),92.2130753578584,3.00183283959704,19.994 (2.900),-13.941 (2.900),10.0598421360216,24.05189749737906,20.114 (0.189),-13.820 (0.189),9.004299698873815,1.5692151039208548,,,,,20.088 (0.040),-13.846 (0.040),92.2130753578584,3.00183283959704,20.143 (0.133),-13.791 (0.133),2767.6027327276975,302.1977507335191,False
SN2014Z,22.801 (0.163),-12.052 (0.163),4.118,DES,18.683 (0.012),-16.171 (0.012),33649.01866068902,360.9517136069332,4.118,DES,18.683 (0.012),-16.171 (0.012),33649.01866068902,360.9517136069332,18.659 (0.590),-16.194 (0.590),34.37509667157812,17.676916998332317,18.719 (0.410),-16.134 (0.410),32.53004495645314,12.296232954384507,18.683 (0.012),-16.171 (0.012),33649.01866068902,360.9517136069332,,,,,18.818 (0.027),-16.035 (0.027),9617.537653243942,222.5399091418323,False
SN2014ao,20.577 (0.032),-13.351 (0.032),3.698,PanSTARRS,16.879 (0.016),-17.049 (0.016),1771.401125153646,24.86188311686298,3.698,PanSTARRS,16.879 (0.016),-17.049 (0.016),1771.401125153646,24.86188311686298,16.812 (0.187),-17.116 (0.187),188.40887599345135,30.286982519175243,16.887 (0.498),-17.041 (0.498),175.94273679291746,80.73113709495547,,,,,16.879 (0.016),-17.049 (0.016),1771.401125153646,24.86188311686298,16.995 (0.018),-16.933 (0.018),55421.81961763714,863.3853352903624,False
SN2014at,22.483 (0.080),-13.258 (0.080),3.408,LegacySurvey,19.075 (0.322),-16.666 (0.322),23.44081157641544,6.941185992663532,3.408,LegacySurvey,19.075 (0.322),-16.666 (0.322),23.44081157641544,6.941185992663532,19.035 (0.587),-16.706 (0.587),24.32031388135451,12.67752574424701,19.075 (0.322),-16.666 (0.322),23.44081157641544,6.941185992663532,19.070 (0.012),-16.670 (0.012),23543.83340977624,249.74551947061153,,,,,19.288 (0.026),-16.453 (0.026),6983.436455793149,160.36860257890294,False
SN2014cr,20.290 (0.025),-14.317 (0.025),2.461,LegacySurvey,17.829 (0.343),-16.778 (0.343),73.87617065035063,23.331710279559186,2.461,LegacySurvey,17.829 (0.343),-16.778 (0.343),73.87617065035063,23.331710279559186,17.642 (0.314),-16.965 (0.314),87.76926605505005,21.35232633565014,17.829 (0.343),-16.778 (0.343),73.87617065035063,23.331710279559186,,,,,,,,,17.788 (0.016),-16.818 (0.016),27042.546129131264,332.8278378644266,False
SN2014dm,23.518 (0.206),-12.327 (0.206),4.146,PanSTARRS,19.373 (0.020),-16.473 (0.020),178.22512120255672,2.9516420533247256,4.146,PanSTARRS,19.373 (0.020),-16.473 (0.020),178.22512120255672,2.9516420533247256,19.334 (0.756),-16.511 (0.756),18.4592374535026,11.734347723677931,19.433 (0.518),-16.413 (0.518),16.86177801069948,8.03923892421338,,,,,19.373 (0.020),-16.473 (0.020),178.22512120255672,2.9516420533247256,19.500 (0.044),-16.346 (0.044),5063.041907892775,185.7514086236571,False
SN2015H,19.199 (0.016),-14.475 (0.016),1.959,LegacySurvey,17.240 (0.249),-16.434 (0.249),127.03698342894803,29.094374806301996,1.932,PanSTARRS,17.267 (0.018),-16.407 (0.018),1239.0926421502909,17.88292225029896,17.126 (0.265),-16.548 (0.265),141.10725293960198,31.0246410460755,17.240 (0.249),-16.434 (0.249),127.03698342894803,29.094374806301996,,,,,17.267 (0.018),-16.407 (0.018),1239.0926421502909,17.88292225029896,17.412 (0.017),-16.262 (0.017),37719.276981375115,525.8581428327891,False
SN2016ecm,21.740 (0.024),-15.414 (0.024),2.914,LegacySurvey,18.826 (0.103),-18.328 (0.103),29.4846038554333,2.7959942186771305,2.914,LegacySurvey,18.826 (0.103),-18.328 (0.103),29.4846038554333,2.7959942186771305,18.800 (0.356),-18.354 (0.356),30.208511635558654,9.667353479128792,18.826 (0.103),-18.328 (0.103),29.4846038554333,2.7959942186771305,18.806 (0.005),-18.347 (0.005),30029.094064374287,142.25966727449378,,,,,19.406 (0.022),-17.748 (0.022),5093.921825863081,98.43805624016656,False
SN2021bmw,20.243 (0.030),-13.491 (0.030),2.389,PanSTARRS,17.854 (0.025),-15.880 (0.025),721.7777091617581,14.524417856770624,2.389,PanSTARRS,17.854 (0.025),-15.880 (0.025),721.7777091617581,14.524417856770624,17.770 (0.445),-15.964 (0.445),77.98452837061093,28.45802781341856,17.896 (0.495),-15.838 (0.495),69.4073280515455,31.63553482982996,,,,,17.854 (0.025),-15.880 (0.025),721.7777091617581,14.524417856770624,17.864 (0.018),-15.871 (0.018),22486.400713794716,330.0806691668618,False
SN2022vqz,20.674 (0.033),-13.671 (0.033),3.527,LegacySurvey,17.147 (0.190),-17.197 (0.190),138.40947860332068,24.218485700941923,3.574,PanSTARRS,17.100 (0.014),-17.244 (0.014),1445.2882691790965,17.097304253164356,17.024 (0.202),-17.320 (0.202),154.972969617686,25.79936389684761,17.147 (0.190),-17.197 (0.190),138.40947860332068,24.218485700941923,,,,,17.100 (0.014),-17.244 (0.014),1445.2882691790965,17.097304253164356,,,,,False
iPTF13dge,(23.034),(-11.179),$<3.117$,PanSTARRS,19.916 (0.091),-14.296 (0.091),108.00636378878902,7.569732579260732,$<3.117$,PanSTARRS,19.916 (0.091),-14.296 (0.091),108.00636378878902,7.569732579260732,19.736 (2.166),-14.476 (2.166),12.748467227092938,21.41493375704811,19.923 (1.092),-14.289 (1.092),10.732823675297816,10.790483341543936,,,,,19.916 (0.091),-14.296 (0.091),108.00636378878902,7.569732579260732,20.779 (0.283),-13.434 (0.283),1410.0778342937394,306.04576800287646,False
